id,repository,subfolder,title,document_type,year,quarter,publication_date,source_url,download_url,local_path,file_type,source_domain,collected_date,notes,status
fin-0036,01_financial_reports,01_financial_reports/quarterly_earnings,2Q24 Merck Earnings Announcement,earnings_announcement,2024,Q2,2024-06-30,https://www.merck.com/reports/second-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q2/Merck-News-Release-07-30-24-Merck-Announces-Second-Quarter-2024-Financial-Results.pdf,01_financial_reports/quarterly_earnings/2024_Q2_merck_2q24-merck-earnings-announcement.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/second-quarter-2024/,downloaded
fin-0037,01_financial_reports,01_financial_reports/financial_disclosures,2Q24 Merck Other Financial Disclosures,financial_disclosure,2024,Q2,2024-06-30,https://www.merck.com/reports/second-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q2/07292024-Financial-Highlights-Package-2Q24.pdf,01_financial_reports/financial_disclosures/2024_Q2_merck_2q24-merck-other-financial-disclosures.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/second-quarter-2024/,downloaded
fin-0038,01_financial_reports,01_financial_reports/transcripts,Transcript,transcript,2024,Q2,2024-06-30,https://www.merck.com/reports/second-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q2/MRK-USQ_Transcript_2024-07-30.pdf,01_financial_reports/transcripts/2024_Q2_merck_transcript.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/second-quarter-2024/,downloaded
fin-0039,01_financial_reports,01_financial_reports/quarterly_earnings,Form 10-Q,form_10q,2024,Q2,2024-06-30,https://www.merck.com/reports/second-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q2/2Q24-Form-10-Q-2024-08-05-16-03.pdf,01_financial_reports/quarterly_earnings/2024_Q2_merck_form-10-q.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/second-quarter-2024/,downloaded
fin-0040,01_financial_reports,01_financial_reports/financial_disclosures,2Q24 Other Financial Disclosures (Excel),financial_disclosure,2024,Q2,2024-06-30,https://www.merck.com/reports/second-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q2/Protected-07292024-Financial-Highlights-Package-2Q24.xlsx,01_financial_reports/financial_disclosures/2024_Q2_merck_2q24-other-financial-disclosures-excel.xlsx,xlsx,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/second-quarter-2024/,downloaded
fin-0041,01_financial_reports,01_financial_reports/prepared_remarks,2Q24 Prepared Remarks,prepared_remarks,2024,Q2,2024-06-30,https://www.merck.com/reports/second-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q2/2Q24-Earnings-Prepared-Remarks.pdf,01_financial_reports/prepared_remarks/2024_Q2_merck_2q24-prepared-remarks.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/second-quarter-2024/,downloaded
fin-0042,01_financial_reports,01_financial_reports/quarterly_earnings,Webcast,webcast_link,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://onlinexperiences.com/Launch/QReg/ShowUUID=F88EB885-30E5-4E66-BEF5-7036AD60E050&LangLocaleID=1033,,link,onlinexperiences.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,metadata_only
fin-0043,01_financial_reports,01_financial_reports/earnings_presentations,3Q24 Merck Earnings Presentation,earnings_presentation,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/Q3-2024-Merck-Earnings-Deck.pdf,01_financial_reports/earnings_presentations/2024_Q3_merck_3q24-merck-earnings-presentation.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0044,01_financial_reports,01_financial_reports/quarterly_earnings,3Q24 Merck Earnings Announcement,earnings_announcement,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/Merck-News-Release-10-31-24-Merck-Announces-Third-Quarter-2024-Financial-Results.pdf,01_financial_reports/quarterly_earnings/2024_Q3_merck_3q24-merck-earnings-announcement.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0045,01_financial_reports,01_financial_reports/financial_disclosures,3Q24 Merck Other Financial Disclosures,financial_disclosure,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/10302024-Financial-Highlights-Package-3Q24.pdf,01_financial_reports/financial_disclosures/2024_Q3_merck_3q24-merck-other-financial-disclosures.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0046,01_financial_reports,01_financial_reports/transcripts,Transcript,transcript,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/MRK-USQ_Transcript_2024-10-31.pdf,01_financial_reports/transcripts/2024_Q3_merck_transcript.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0047,01_financial_reports,01_financial_reports/quarterly_earnings,Form 10-Q,form_10q,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/3Q24-Form-10-Q-2024-11-06-16-06.pdf,01_financial_reports/quarterly_earnings/2024_Q3_merck_form-10-q.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0048,01_financial_reports,01_financial_reports/financial_disclosures,3Q24 Other Financial Disclosures (Excel),financial_disclosure,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/Protected-10312024-Financial-Highlights-Package-3Q24.xlsx,01_financial_reports/financial_disclosures/2024_Q3_merck_3q24-other-financial-disclosures-excel.xlsx,xlsx,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0049,01_financial_reports,01_financial_reports/prepared_remarks,3Q24 Prepared Remarks,prepared_remarks,2024,Q3,2024-09-30,https://www.merck.com/reports/third-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q3/3Q24-Earnings-Prepared-Remarks.pdf,01_financial_reports/prepared_remarks/2024_Q3_merck_3q24-prepared-remarks.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/third-quarter-2024/,downloaded
fin-0050,01_financial_reports,01_financial_reports/quarterly_earnings,Webcast,webcast_link,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://onlinexperiences.com/scripts/Server.nxp?LASCmd=AI:4;F:QS!10100&ShowUUID=EFF0D283-5E02-431B-848D-B2DBCEC51A2D&LangLocaleID=1033,,link,onlinexperiences.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,metadata_only
fin-0051,01_financial_reports,01_financial_reports/earnings_presentations,4Q24 Merck Earnings Presentation,earnings_presentation,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q4/Q4-2024-Merck-Earnings-Deck-Updated-2-25.pdf,01_financial_reports/earnings_presentations/2024_Q4_merck_4q24-merck-earnings-presentation.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,downloaded
fin-0052,01_financial_reports,01_financial_reports/quarterly_earnings,4Q24 Merck Earnings Announcement,earnings_announcement,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q4/Merck-News-Release-02-04-25-Merck-Announces-Fourth-Quarter-and-Full-Year-2024-Financial-Results.pdf,01_financial_reports/quarterly_earnings/2024_Q4_merck_4q24-merck-earnings-announcement.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,downloaded
fin-0053,01_financial_reports,01_financial_reports/financial_disclosures,4Q24 Merck Other Financial Disclosures,financial_disclosure,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q4/01312025-Financial-Highlights-Package-4Q24.pdf,01_financial_reports/financial_disclosures/2024_Q4_merck_4q24-merck-other-financial-disclosures.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,downloaded
fin-0054,01_financial_reports,01_financial_reports/transcripts,Transcript,transcript,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q4/MRK-USQ_Transcript_2025-02-04-5.pdf,01_financial_reports/transcripts/2024_Q4_merck_transcript.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,downloaded
fin-0055,01_financial_reports,01_financial_reports/annual_reports,Form 10-K,annual_report_form_10k,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://www.merck.com/wp-content/uploads/sites/124/2025/02/0001628280-25-007732.pdf,,pdf,www.merck.com,2026-06-12,Duplicate of annual report file already captured in annual_reports.,duplicate
fin-0056,01_financial_reports,01_financial_reports/financial_disclosures,4Q24 Other Financial Disclosures (Excel),financial_disclosure,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q4/Protected-01312025-Financial-Highlights-Package-4Q24.xlsx,01_financial_reports/financial_disclosures/2024_Q4_merck_4q24-other-financial-disclosures-excel.xlsx,xlsx,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,downloaded
fin-0057,01_financial_reports,01_financial_reports/prepared_remarks,4Q24 Prepared Remarks,prepared_remarks,2024,Q4,2024-12-31,https://www.merck.com/reports/fourth-quarter-2024/,https://s21.q4cdn.com/488056881/files/doc_financials/2024/q4/4Q24-Earnings-Prepared-Remarks.pdf,01_financial_reports/prepared_remarks/2024_Q4_merck_4q24-prepared-remarks.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/fourth-quarter-2024/,downloaded
fin-0058,01_financial_reports,01_financial_reports/quarterly_earnings,Webcast,webcast_link,2025,Q1,2025-03-31,https://www.merck.com/reports/first-quarter-2025/,https://onlinexperiences.com/scripts/Server.nxp?LASCmd=AI:4;F:QS!10100&ShowUUID=AFE7BF95-2133-476F-8774-B2061D828FF8&LangLocaleID=1033,,link,onlinexperiences.com,2026-06-12,Report page: https://www.merck.com/reports/first-quarter-2025/,metadata_only
fin-0059,01_financial_reports,01_financial_reports/earnings_presentations,1Q25 Merck Earnings Presentation,earnings_presentation,2025,Q1,2025-03-31,https://www.merck.com/reports/first-quarter-2025/,https://s21.q4cdn.com/488056881/files/doc_financials/2025/q1/First-Quarter-2025-Sales-and-Earnings-FINAL.pdf,01_financial_reports/earnings_presentations/2025_Q1_merck_1q25-merck-earnings-presentation.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/first-quarter-2025/,downloaded
fin-0060,01_financial_reports,01_financial_reports/quarterly_earnings,1Q25 Merck Earnings Announcement,earnings_announcement,2025,Q1,2025-03-31,https://www.merck.com/reports/first-quarter-2025/,https://s21.q4cdn.com/488056881/files/doc_financials/2025/q1/Merck-News-Release-04-24-25-Merck-Announces-First-Quarter-2025-Financial-Results.pdf,01_financial_reports/quarterly_earnings/2025_Q1_merck_1q25-merck-earnings-announcement.pdf,pdf,s21.q4cdn.com,2026-06-12,Report page: https://www.merck.com/reports/first-quarter-2025/,downloaded
